,molecule_chembl_id,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,pIC50
143,CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,375.87100000000015,4.425600000000004,1.0,3.0,8.387216143280265
144,CHEMBL286725,COc1cccc(C(=O)NCCN2CCN(c3ccccc3OC)CC2)c1,369.4650000000001,2.2558,1.0,5.0,6.154901959985743
145,CHEMBL357448,COc1cccc(C(=O)NCCCN2CCN(c3ccccc3OC)CC2)c1,383.4920000000001,2.645900000000001,1.0,5.0,6.0
146,CHEMBL26677,COc1cccc(C(=O)CCCN2CCN(c3ccccc3OC)CC2)c1,368.4770000000001,3.488900000000002,0.0,5.0,7.886056647693163
147,CHEMBL93403,COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1,373.884,2.9006000000000007,1.0,4.0,6.0
148,CHEMBL147483,COc1cccc(C(=O)NCCN2CCN(c3ccccn3)CC2)c1,340.427,1.6421999999999994,1.0,5.0,6.0
149,CHEMBL134423,Fc1ccc([Si]2(c3ccc(F)cc3)CCC(N3CCN(c4ccccc4)CC3)C2)cc1,434.6060000000003,4.122300000000004,0.0,2.0,7.0
150,CHEMBL134423,Fc1ccc([Si]2(c3ccc(F)cc3)CCC(N3CCN(c4ccccc4)CC3)C2)cc1,434.6060000000003,4.122300000000004,0.0,2.0,6.853871964321762
151,CHEMBL35226,CCCN1CCC(COc2nc3ccccc3c3c2CCCN3)CC1,339.4830000000002,4.093700000000003,1.0,4.0,5.468521082957745
152,CHEMBL84931,CN(C)CC1CC2c3ccccc3Cc3ccc(F)cc3N2O1,312.38800000000003,3.5431000000000026,0.0,3.0,7.439973751087107
153,CHEMBL315772,CN(C)CC1CC2c3ccccc3Cc3ccc(Cl)cc3N2O1,328.8430000000001,4.057400000000003,0.0,3.0,8.059981844992336
154,CHEMBL314107,CN(C)CC1CC2c3cc(F)ccc3Cc3ccc(F)cc3N2O1,330.37800000000004,3.6822000000000026,0.0,3.0,6.350003492533959
155,CHEMBL83658,CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1,294.398,3.4040000000000026,0.0,3.0,6.060001790087838
156,CHEMBL85735,Cc1ccc2c(c1)N1OC(CN(C)C)CC1c1ccccc1C2,308.42500000000007,3.7124200000000025,0.0,3.0,7.26003230324049
157,CHEMBL6437,CN1CCN2c3ccccc3Cc3ccccc3C2C1,264.372,3.0839000000000016,0.0,2.0,5.149999867728904
158,CHEMBL611207,CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,386.5860000000001,4.901100000000005,0.0,4.0,7.200659450546418
159,CHEMBL611207,CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,386.5860000000001,4.901100000000005,0.0,4.0,7.113509274827518
160,CHEMBL608530,CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,386.5860000000001,4.901100000000005,0.0,4.0,6.07727454200674
